Air Temperature,Humidity,Wind Speed,Solar Radiation,temp_difference,temp_humidity,wind_ratio,wind_solar,air_temp_rolling_24h,humidity_rolling_24h,wind_speed_rolling_7h,solar_radiation_7h
14.9,86,2.4,903.0,1.4,1281.4,0.53,2167.2,21.4,66.88,1.61,262.71
15.1,85,1.3,529.0,1.5,1283.5,0.45,687.7,20.91,68.08,1.69,338.14
16.1,83,1.9,110.0,1.8,1336.3,0.58,209.0,20.4,69.33,1.96,353.57
15.9,85,4.3,379.0,1.6,1351.5,0.57,1629.7,19.84,70.75,2.49,399.57
14.2,87,3.9,246.0,1.3,1235.4,0.53,959.4,19.15,72.42,2.89,424.29
15.3,82,1.7,154.0,1.8,1254.6,0.49,261.8,18.43,74.04,2.73,381.0
16.4,80,0.0,57.0,2.1,1312.0,0.0,0.0,17.74,75.71,2.21,339.71
17.2,88,1.8,7.0,1.3,1513.6,0.39,12.6,17.52,76.58,2.13,211.71
16.2,89,1.2,1.0,1.1,1441.8,0.44,1.2,17.33,77.54,2.11,136.29
15.4,91,1.0,1.0,0.9,1401.4,0.37,1.0,17.18,78.42,1.99,120.71
17.1,89,1.0,2.0,1.2,1521.9,0.42,2.0,17.08,79.25,1.51,66.86
14.1,94,2.8,2.0,0.5,1325.4,0.65,5.6,16.75,80.58,1.36,32.0
14.9,95,0.9,2.0,0.5,1415.5,0.39,1.8,16.58,81.46,1.24,10.29
14.7,95,1.5,2.0,0.5,1396.5,0.48,3.0,16.45,82.0,1.46,2.43
15.1,95,1.4,2.0,0.6,1434.5,0.48,2.8,16.27,83.04,1.4,1.71
16.8,92,2.0,1.0,0.8,1545.6,0.61,2.0,16.25,83.38,1.51,1.71
15.4,94,0.4,2.0,0.6,1447.6,0.2,0.8,15.98,85.17,1.43,1.86
17.7,97,1.2,9.0,0.4,1716.9,0.25,10.8,15.74,87.17,1.46,2.86
20.3,92,1.2,26.0,0.9,1867.6,0.27,31.2,15.86,87.79,1.23,6.29
19.9,93,1.3,47.0,0.8,1850.7,0.39,61.1,16.03,88.38,1.29,12.71
16.3,93,0.0,75.0,0.8,1515.9,0.0,0.0,16.05,89.0,1.07,23.14
13.3,95,2.7,30.0,0.5,1263.5,0.63,81.0,15.95,89.58,1.26,27.14
13.8,95,2.0,73.0,0.4,1311.0,0.57,146.0,15.89,90.08,1.26,37.43
13.2,96,2.7,101.0,0.3,1267.2,0.55,272.7,15.8,90.46,1.59,51.57
12.4,96,4.4,57.0,0.4,1190.4,0.64,250.8,15.7,90.88,2.04,58.43
12.2,97,3.6,53.0,0.3,1183.4,0.55,190.8,15.58,91.38,2.39,62.29
12.2,96,2.6,24.0,0.4,1171.2,0.57,62.4,15.42,91.92,2.57,59.0
11.8,97,2.9,20.0,0.3,1144.6,0.59,58.0,15.25,92.42,2.99,51.14
12.3,98,2.3,6.0,0.1,1205.4,0.46,13.8,15.17,92.88,2.93,47.71
12.0,98,3.0,2.0,0.1,1176.0,0.46,6.0,15.03,93.54,3.07,37.57
12.2,97,0.7,2.0,0.3,1183.4,0.23,1.4,14.85,94.25,2.79,23.43
12.4,97,1.8,2.0,0.3,1202.8,0.56,3.6,14.65,94.62,2.41,15.57
12.6,97,1.8,2.0,0.3,1222.2,0.51,3.6,14.5,94.96,2.16,8.29
12.8,97,1.4,2.0,0.3,1241.6,0.5,2.8,14.4,95.21,1.99,5.14
13.0,97,1.9,2.0,0.3,1261.0,0.48,3.8,14.22,95.54,1.84,2.57
12.6,97,2.3,2.0,0.3,1222.2,0.57,4.6,14.16,95.67,1.84,2.0
12.4,96,1.3,3.0,0.3,1190.4,0.46,3.9,14.06,95.71,1.6,2.14
12.9,97,0.7,3.0,0.3,1251.3,0.29,2.1,13.98,95.79,1.6,2.29
13.4,97,0.7,9.0,0.3,1299.8,0.37,6.3,13.91,95.88,1.44,3.29
14.0,98,0.9,80.0,0.2,1372.0,0.43,72.0,13.8,96.12,1.31,14.43
15.0,96,1.1,119.0,0.4,1440.0,0.46,130.9,13.78,96.21,1.27,31.14
17.6,88,1.2,388.0,1.3,1548.8,0.39,465.6,13.77,95.83,1.17,86.29
17.4,86,0.7,396.0,1.5,1496.4,0.28,277.2,13.65,95.58,0.94,142.57
19.4,79,0.8,735.0,2.4,1532.6,0.35,588.0,13.63,95.0,0.87,247.14
19.0,82,1.4,982.0,2.0,1558.0,0.38,1374.8,13.75,94.54,0.97,387.0
25.0,70,0.9,892.0,4.0,1750.0,0.26,802.8,14.23,93.5,1.0,513.14
26.7,67,1.8,932.0,4.7,1788.9,0.44,1677.6,14.77,92.33,1.13,634.86
19.5,84,1.2,840.0,1.9,1638.0,0.37,1008.0,15.03,91.83,1.14,737.86
16.7,91,3.1,314.0,0.9,1519.7,0.66,973.4,15.21,91.62,1.41,727.29
15.0,93,1.0,5.0,0.6,1395.0,0.4,5.0,15.33,91.46,1.46,671.43
20.2,86,2.1,2.0,1.6,1737.2,0.51,4.2,15.66,91.04,1.64,566.71
22.9,80,1.4,0.0,2.5,1832.0,0.29,0.0,16.12,90.33,1.64,426.43
21.3,85,0.0,0.0,1.8,1810.5,0.0,0.0,16.5,89.79,1.51,299.0
20.5,90,0.5,0.0,1.1,1845.0,0.24,0.0,16.85,89.46,1.33,165.86
19.7,93,0.0,0.0,0.8,1832.1,0.0,0.0,17.17,89.29,1.16,45.86
21.4,93,1.0,0.0,0.8,1990.2,0.37,0.0,17.54,89.12,0.86,1.0
21.2,95,0.0,0.0,0.6,2014.0,0.0,0.0,17.9,89.04,0.71,0.29
20.2,98,0.0,0.0,0.3,1979.6,0.0,0.0,18.21,89.08,0.41,0.0
21.1,92,1.1,0.0,0.9,1941.2,0.31,0.0,18.55,88.88,0.37,0.0
22.3,89,2.1,3.0,1.3,1984.7,0.31,6.3,18.95,88.54,0.67,0.43
21.5,94,0.4,4.0,0.7,2021.0,0.1,1.6,19.33,88.46,0.66,1.0
21.7,92,0.5,63.0,0.9,1996.4,0.28,31.5,19.7,88.25,0.73,10.0
21.8,95,0.9,28.0,0.5,2071.0,0.26,25.2,20.05,88.17,0.71,14.0
20.9,97,0.4,310.0,0.3,2027.3,0.21,124.0,20.33,88.12,0.77,58.29
23.5,87,0.7,57.0,1.6,2044.5,0.3,39.9,20.69,87.75,0.87,66.43
25.0,80,1.0,626.0,2.7,2000.0,0.21,626.0,21.0,87.42,0.86,155.86
26.6,71,2.5,706.0,4.0,1888.6,0.41,1765.0,21.38,86.79,0.91,256.29
28.5,59,1.1,170.0,6.1,1681.5,0.27,187.0,21.76,85.96,1.01,280.0
29.1,55,1.4,184.0,6.9,1600.5,0.33,257.6,22.18,84.83,1.14,297.29
29.4,53,1.3,133.0,7.2,1558.2,0.25,172.9,22.36,84.12,1.2,312.29
23.2,73,0.7,65.0,3.4,1693.6,0.26,45.5,22.22,84.38,1.24,277.29
23.9,75,1.5,72.0,3.3,1792.5,0.45,108.0,22.4,84.0,1.36,279.43
20.7,86,1.3,17.0,1.7,1780.2,0.45,22.1,22.57,83.79,1.4,192.43
21.3,82,0.0,0.0,2.1,1746.6,0.0,0.0,22.83,83.33,1.04,91.57
24.5,79,0.4,0.0,2.8,1935.5,0.14,0.0,23.01,83.04,0.94,67.29
25.3,79,0.5,0.0,2.9,1998.7,0.23,0.0,23.11,83.0,0.81,41.0
25.1,82,2.1,0.0,2.3,2058.2,0.41,0.0,23.27,82.88,0.93,22.0
24.5,83,1.0,0.0,2.3,2033.5,0.22,0.0,23.43,82.58,0.97,12.71
24.1,84,1.0,0.0,2.0,2024.4,0.29,0.0,23.62,82.21,0.9,2.43
23.8,84,1.2,0.0,2.0,1999.2,0.29,0.0,23.72,81.83,0.89,0.0
23.6,86,1.2,0.0,1.8,2029.6,0.28,0.0,23.82,81.46,1.06,0.0
23.2,87,1.4,0.0,1.6,2018.4,0.38,0.0,23.94,81.0,1.2,0.0
23.5,87,1.1,35.0,1.6,2044.5,0.33,38.5,24.04,80.79,1.29,5.0
23.7,88,1.3,60.0,1.5,2085.6,0.34,78.0,24.1,80.75,1.17,13.57
24.7,84,1.2,185.0,2.1,2074.8,0.32,222.0,24.23,80.33,1.2,40.0
24.5,84,0.6,6.0,2.0,2058.0,0.19,3.6,24.35,80.0,1.14,40.86
22.1,92,0.6,184.0,1.0,2033.2,0.29,110.4,24.36,79.88,1.06,67.14
20.8,94,1.2,168.0,0.8,1955.2,0.48,201.6,24.36,79.75,1.06,91.14
21.4,96,0.4,98.0,0.4,2054.4,0.24,39.2,24.27,80.12,0.91,105.14
23.3,92,0.5,32.0,1.1,2143.6,0.18,16.0,24.2,80.62,0.83,104.71
24.8,87,0.7,528.0,1.7,2157.6,0.23,369.6,24.12,81.29,0.74,171.57
26.6,70,0.8,486.0,4.1,1862.0,0.2,388.8,24.05,81.75,0.69,214.57
26.4,75,1.2,206.0,3.5,1980.0,0.25,247.2,23.93,82.58,0.77,243.14
23.2,88,1.6,6.0,1.6,2041.6,0.47,9.6,23.68,84.04,0.91,217.71
21.1,93,0.6,7.0,0.8,1962.3,0.23,4.2,23.59,84.88,0.83,194.71
21.1,95,0.6,2.0,0.6,2004.5,0.27,1.2,23.47,85.71,0.86,181.0
21.9,94,1.3,1.0,0.8,2058.6,0.33,1.3,23.52,86.04,0.97,176.57
22.3,92,1.0,0.0,1.0,2051.6,0.3,0.0,23.56,86.46,1.01,101.14
22.2,92,0.7,0.0,0.8,2042.4,0.18,0.0,23.47,87.0,1.0,31.71
22.6,93,2.1,0.0,0.9,2101.8,0.38,0.0,23.35,87.58,1.13,2.29
22.5,93,1.1,0.0,0.9,2092.5,0.39,0.0,23.25,88.04,1.06,1.43
17.0,97,5.2,1.0,0.3,1649.0,0.56,5.2,22.93,88.62,1.71,0.57
16.3,95,1.4,1.0,0.5,1548.5,0.3,1.4,22.61,89.08,1.83,0.43
16.2,95,0.5,2.0,0.5,1539.0,0.24,1.0,22.29,89.54,1.71,0.57
16.9,95,0.9,1.0,0.5,1605.5,0.3,0.9,22.01,89.92,1.7,0.71
17.3,96,2.1,2.0,0.3,1660.8,0.48,4.2,21.77,90.29,1.9,1.0
18.9,85,2.7,91.0,1.6,1606.5,0.5,245.7,21.58,90.21,1.99,14.0
17.8,78,3.0,265.0,2.4,1388.4,0.57,795.0,21.33,89.79,2.26,51.86
16.8,77,4.3,473.0,2.5,1293.6,0.57,2033.9,21.0,89.5,2.13,119.29
16.2,77,4.3,584.0,2.5,1247.4,0.62,2511.2,20.65,89.21,2.54,202.57
15.9,78,4.6,782.0,2.3,1240.2,0.59,3597.2,20.4,88.62,3.13,314.0
16.0,75,3.6,897.0,2.6,1200.0,0.58,3229.2,20.2,87.83,3.51,442.0
15.2,78,3.7,974.0,2.2,1185.6,0.59,3603.8,19.94,87.08,3.74,580.86
14.5,77,3.9,893.0,2.3,1116.5,0.58,3482.7,19.57,86.46,3.91,695.43
14.8,75,3.6,852.0,2.6,1110.0,0.65,3067.2,19.15,85.96,4.0,779.29
14.4,74,3.3,677.0,2.6,1065.6,0.62,2234.1,18.65,86.12,3.86,808.43
14.0,77,2.3,163.0,2.3,1078.0,0.53,374.9,18.13,86.21,3.57,748.29
13.6,72,0.9,82.0,2.7,979.2,0.39,73.8,17.73,85.54,3.04,648.29
13.5,73,1.7,20.0,2.6,985.5,0.5,34.0,17.41,84.71,2.77,523.0
13.7,70,0.7,2.0,3.0,959.0,0.33,1.4,17.1,83.67,2.34,384.14
13.7,70,0.8,2.0,2.9,959.0,0.4,1.6,16.76,82.67,1.9,256.86
14.0,72,1.2,2.0,2.8,1008.0,0.43,2.4,16.42,81.83,1.56,135.43
14.9,64,0.0,2.0,3.7,953.6,0.0,0.0,16.11,80.67,1.09,39.0
15.0,62,0.4,2.0,4.0,930.0,0.25,0.8,15.8,79.38,0.81,16.0
15.1,66,2.0,2.0,3.5,996.6,0.49,4.0,15.49,78.25,0.97,4.57
14.6,69,2.2,2.0,3.1,1007.4,0.52,4.4,15.39,77.08,1.04,2.0
14.1,74,1.4,2.0,2.6,1043.4,0.52,2.8,15.3,76.21,1.14,2.0
14.2,72,2.4,4.0,2.8,1022.4,0.63,9.6,15.21,75.25,1.37,2.29
14.1,71,1.0,23.0,3.0,1001.1,0.48,23.0,15.1,74.25,1.34,5.29
14.3,72,1.1,47.0,2.8,1029.6,0.44,51.7,14.97,73.25,1.5,11.71
14.4,76,2.8,52.0,2.5,1094.4,0.57,145.6,14.78,72.88,1.84,18.86
13.8,86,2.8,58.0,1.3,1186.8,0.57,162.4,14.62,73.21,1.96,26.86
13.7,89,1.2,104.0,1.0,1219.3,0.41,124.8,14.49,73.71,1.81,41.43
13.9,92,1.3,238.0,0.8,1278.8,0.45,309.4,14.39,74.33,1.8,75.14
14.3,89,1.1,183.0,1.1,1272.7,0.39,201.3,14.32,74.79,1.61,100.71
14.2,89,1.1,376.0,1.2,1263.8,0.37,413.6,14.25,75.38,1.63,151.14
14.3,87,1.3,266.0,1.3,1244.1,0.46,345.8,14.21,75.75,1.66,182.43
14.6,87,1.1,272.0,1.3,1270.2,0.42,299.2,14.22,76.17,1.41,213.86
14.8,85,1.4,162.0,1.6,1258.0,0.52,226.8,14.22,76.58,1.21,228.71
16.0,81,1.4,294.0,2.0,1296.0,0.39,411.6,14.28,76.88,1.24,255.86
15.0,85,1.0,202.0,1.5,1275.0,0.36,202.0,14.32,77.21,1.2,250.71
15.4,85,1.2,64.0,1.5,1309.0,0.43,76.8,14.4,77.75,1.21,233.71
15.7,83,1.0,16.0,1.7,1303.1,0.33,16.0,14.49,78.17,1.2,182.29
17.2,78,0.7,1.0,2.3,1341.6,0.27,0.7,14.64,78.5,1.11,144.43
17.6,78,0.5,1.0,2.4,1372.8,0.24,0.5,14.8,78.83,1.03,105.71
18.8,78,0.6,0.0,2.5,1466.4,0.35,0.0,15.0,79.08,0.91,82.57
18.5,83,0.0,0.0,1.9,1535.5,0.0,0.0,15.15,79.88,0.71,40.57
19.5,83,0.0,0.0,2.0,1618.5,0.0,0.0,15.34,80.75,0.57,11.71
17.1,92,0.0,1.0,0.9,1573.2,0.0,0.0,15.42,81.83,0.4,2.71
20.8,86,0.4,0.0,1.7,1788.8,0.18,0.0,15.68,82.54,0.31,0.43
20.8,89,0.7,0.0,1.2,1851.2,0.23,0.0,15.96,83.17,0.31,0.29
21.8,90,1.9,1.0,1.2,1962.0,0.37,1.9,16.28,83.92,0.51,0.29
21.6,94,1.6,21.0,0.7,2030.4,0.39,33.6,16.59,84.88,0.66,3.29
22.3,94,1.7,57.0,0.8,2096.2,0.36,96.9,16.92,85.79,0.9,11.43
22.8,92,1.4,14.0,0.9,2097.6,0.34,19.6,17.27,86.46,1.1,13.43
23.2,89,2.1,253.0,1.3,2064.8,0.33,531.3,17.66,86.58,1.4,49.43
25.5,80,1.0,330.0,2.7,2040.0,0.29,330.0,18.15,86.21,1.49,96.57
26.3,72,1.6,326.0,3.8,1893.6,0.29,521.6,18.67,85.38,1.61,143.14
27.0,70,1.5,359.0,4.1,1890.0,0.38,538.5,19.2,84.58,1.56,194.29
27.8,60,1.6,426.0,5.9,1668.0,0.52,681.6,19.77,83.38,1.56,252.14
27.4,58,1.4,328.0,6.2,1589.2,0.4,459.2,20.31,82.17,1.51,290.86
27.0,50,0.9,342.0,7.4,1350.0,0.2,307.8,20.83,80.62,1.44,337.71
26.3,50,1.1,216.0,7.4,1315.0,0.25,237.6,21.31,79.17,1.3,332.43
25.7,54,1.1,141.0,6.6,1387.8,0.24,155.1,21.71,78.04,1.31,305.43
17.6,88,4.8,58.0,1.3,1548.8,0.47,278.4,21.82,78.17,1.77,267.14
16.3,84,2.0,22.0,1.7,1369.2,0.38,44.0,21.86,78.12,1.84,219.0
15.8,81,2.5,1.0,2.0,1279.8,0.36,2.5,21.86,78.04,1.97,158.29
14.8,81,3.2,2.0,1.9,1198.8,0.46,6.4,21.76,78.17,2.23,111.71
14.2,82,2.9,4.0,1.7,1164.4,0.52,11.6,21.62,78.33,2.51,63.43
13.8,82,2.7,2.0,1.7,1131.6,0.4,5.4,21.41,78.5,2.74,32.86
13.3,80,1.6,2.0,1.9,1064.0,0.3,3.2,21.2,78.38,2.81,13.0
13.2,79,3.6,3.0,2.0,1042.8,0.58,10.8,20.93,78.21,2.64,5.14
12.9,83,4.1,3.0,1.6,1070.7,0.67,12.3,20.76,77.83,2.94,2.43
12.9,85,3.8,3.0,1.4,1096.5,0.62,11.4,20.43,77.79,3.13,2.71
12.9,85,3.6,6.0,1.4,1096.5,0.61,21.6,20.1,77.62,3.19,3.29
12.8,85,3.7,85.0,1.4,1088.0,0.64,314.5,19.73,77.42,3.3,14.86
13.0,85,3.6,297.0,1.4,1105.0,0.6,1069.2,19.37,77.04,3.43,57.0
13.0,87,3.7,357.0,1.2,1131.0,0.58,1320.9,18.98,76.75,3.73,107.71
13.1,85,3.7,525.0,1.4,1113.5,0.62,1942.5,18.58,76.46,3.74,182.29
13.0,85,5.0,755.0,1.4,1105.0,0.67,3775.0,18.15,76.29,3.87,289.71
13.1,84,2.9,645.0,1.5,1100.4,0.56,1870.5,17.63,76.46,3.74,381.43
13.2,87,3.6,389.0,1.2,1148.4,0.55,1400.4,17.09,77.08,3.74,436.14
13.2,87,4.2,562.0,1.2,1148.4,0.66,2360.4,16.51,77.79,3.81,504.29
13.3,88,4.1,484.0,1.1,1170.4,0.59,1984.4,15.91,78.96,3.89,531.0
13.2,87,4.2,379.0,1.2,1148.4,0.67,1591.8,15.32,80.17,3.96,534.14
13.4,87,3.1,217.0,1.2,1165.8,0.6,672.7,14.75,81.71,3.87,490.14
13.4,81,2.8,84.0,1.8,1085.4,0.57,235.2,14.21,83.0,3.56,394.29
13.2,78,2.0,31.0,2.1,1029.6,0.5,62.0,13.69,84.0,3.43,306.57
13.3,77,1.3,2.0,2.3,1024.1,0.45,2.6,13.51,83.54,3.1,251.29
13.4,77,1.5,2.0,2.2,1031.8,0.48,3.0,13.39,83.25,2.71,171.29
13.8,76,2.2,2.0,2.3,1048.8,0.56,4.4,13.31,83.04,2.44,102.43
13.5,76,2.4,2.0,2.3,1026.0,0.62,4.8,13.25,82.83,2.19,48.57
13.4,79,1.3,2.0,2.0,1058.6,0.41,2.6,13.22,82.71,1.93,17.86
13.6,82,1.5,2.0,1.7,1115.2,0.44,3.0,13.21,82.71,1.74,6.14
13.6,84,1.2,2.0,1.5,1142.4,0.4,2.4,13.23,82.88,1.63,2.0
14.0,87,0.6,2.0,1.3,1218.0,0.33,1.2,13.26,83.21,1.53,2.0
14.6,88,1.4,2.0,1.2,1284.8,0.5,2.8,13.33,83.42,1.51,2.0
15.1,89,0.7,29.0,1.1,1343.9,0.37,20.3,13.42,83.58,1.3,5.86
15.3,90,2.2,51.0,1.0,1377.0,0.63,112.2,13.52,83.79,1.27,12.86
15.1,91,1.7,85.0,0.9,1374.1,0.57,144.5,13.62,84.04,1.33,24.71
15.4,92,2.6,183.0,0.8,1416.8,0.59,475.8,13.72,84.33,1.49,50.57
15.5,92,2.6,244.0,0.8,1426.0,0.6,634.4,13.82,84.54,1.69,85.14
15.1,92,3.5,237.0,0.7,1389.2,0.66,829.5,13.9,84.83,2.1,118.71
15.3,89,1.0,493.0,1.1,1361.7,0.38,493.0,14.0,85.0,2.04,188.86
20.9,72,1.2,712.0,3.4,1504.8,0.37,854.4,14.32,84.5,2.11,286.43
19.0,79,2.7,382.0,2.3,1501.0,0.42,1031.4,14.57,84.17,2.19,333.71
21.7,74,1.2,362.0,3.2,1605.8,0.33,434.4,14.92,83.62,2.11,373.29
21.4,77,1.1,322.0,2.8,1647.8,0.33,354.2,15.26,83.17,1.9,393.14
20.3,80,1.1,68.0,2.3,1624.0,0.38,74.8,15.55,82.88,1.69,368.0
26.3,63,1.0,48.0,5.2,1656.9,0.29,48.0,16.09,81.88,1.33,341.0
20.5,93,0.0,0.0,0.9,1906.5,0.0,0.0,16.39,82.38,1.19,270.57
20.9,91,1.9,1.0,1.1,1901.9,0.51,1.9,16.71,82.92,1.29,169.0
21.8,82,3.0,0.0,2.2,1787.6,0.43,0.0,17.06,83.12,1.33,114.43
21.4,85,1.3,0.0,1.8,1819.0,0.22,0.0,17.4,83.46,1.34,62.71
21.4,85,1.5,0.0,1.8,1819.0,0.31,0.0,17.71,83.83,1.4,16.71
21.6,85,1.8,0.0,1.8,1836.0,0.34,0.0,18.05,84.21,1.5,7.0
21.8,86,2.3,0.0,1.7,1874.8,0.4,0.0,18.4,84.5,1.69,0.14
21.5,87,1.2,39.0,1.5,1870.5,0.32,46.8,18.73,84.71,1.86,5.71
21.5,87,1.2,121.0,1.6,1870.5,0.31,145.2,19.06,84.83,1.76,22.86
22.4,84,1.0,329.0,2.0,1881.6,0.25,329.0,19.41,84.71,1.47,69.86
23.6,79,1.4,536.0,2.7,1864.4,0.29,750.4,19.78,84.33,1.49,146.43
28.0,53,0.6,48.0,7.1,1484.0,0.21,28.8,20.32,82.83,1.36,153.29
27.8,62,2.4,27.0,5.6,1723.6,0.34,64.8,20.84,81.67,1.44,157.14
27.1,64,1.5,27.0,5.2,1734.4,0.28,40.5,21.34,80.54,1.33,161.0
27.0,65,1.5,27.0,5.1,1755.0,0.32,40.5,21.82,79.42,1.37,159.29
26.4,67,1.4,27.0,4.6,1768.8,0.38,37.8,22.28,78.38,1.4,145.86
26.1,69,2.3,27.0,4.4,1800.9,0.44,62.1,22.74,77.42,1.59,102.71
25.5,70,0.9,0.0,4.0,1785.0,0.29,0.0,23.16,76.62,1.51,26.14
25.2,71,1.2,0.0,3.9,1789.2,0.28,0.0,23.34,76.58,1.6,19.29
24.7,71,0.9,0.0,3.9,1753.7,0.31,0.0,23.58,76.25,1.39,15.43
24.0,72,0.0,0.0,3.6,1728.0,0.0,0.0,23.67,76.17,1.17,11.57
22.1,80,0.4,2.0,2.4,1768.0,0.24,0.8,23.7,76.29,1.01,8.0
23.8,84,0.7,33.0,2.1,1999.2,0.15,23.1,23.85,76.46,0.91,8.86
24.0,84,1.4,271.0,2.0,2016.0,0.33,379.4,23.75,77.33,0.79,43.71
25.1,79,0.8,258.0,2.8,1982.9,0.27,206.4,23.95,76.75,0.77,80.57
25.7,78,1.0,216.0,2.9,2004.6,0.29,216.0,24.15,76.21,0.74,111.43
26.2,78,0.8,85.0,3.1,2043.6,0.32,68.0,24.33,76.04,0.73,123.57
26.3,79,1.9,27.0,2.9,2077.7,0.38,51.3,24.53,75.79,1.0,127.43
25.9,84,2.6,15.0,2.2,2175.6,0.28,39.0,24.72,75.75,1.31,129.29
24.5,89,1.5,139.0,1.4,2180.5,0.37,208.5,24.84,75.92,1.43,144.43
28.1,72,1.1,384.0,3.9,2023.2,0.27,422.4,25.1,75.33,1.39,160.57
28.0,72,2.0,154.0,4.0,2016.0,0.35,308.0,25.38,74.71,1.56,145.71
29.0,72,3.2,278.0,4.2,2088.0,0.44,889.6,25.69,74.08,1.87,154.57
29.0,72,1.4,115.0,4.1,2088.0,0.24,161.0,25.96,73.58,1.96,158.86
28.9,72,0.9,8.0,4.0,2080.8,0.35,7.2,26.18,73.29,1.81,156.14
28.7,73,1.2,0.0,3.8,2095.1,0.29,0.0,26.21,74.12,1.61,154.0
29.1,73,2.2,0.0,4.0,2124.3,0.34,0.0,26.27,74.58,1.71,134.14
27.1,66,1.9,0.0,4.9,1788.6,0.29,0.0,26.27,74.67,1.83,79.29
25.8,71,2.9,0.0,4.0,1831.8,0.38,0.0,26.22,74.92,1.96,57.29
25.5,75,1.1,0.0,3.4,1912.5,0.3,0.0,26.18,75.25,1.66,17.57
25.1,80,1.0,0.0,2.5,2008.0,0.32,0.0,26.14,75.71,1.6,1.14
25.0,80,1.3,0.0,2.7,2000.0,0.43,0.0,26.12,76.12,1.66,0.0
24.3,71,1.1,0.0,3.8,1725.3,0.42,0.0,26.08,76.12,1.64,0.0
20.8,74,2.9,2.0,3.1,1539.2,0.63,5.8,25.92,76.25,1.74,0.29
19.9,78,3.4,48.0,2.5,1552.2,0.41,163.2,24.49,79.92,2.99,7.86
21.7,64,2.0,108.0,4.6,1388.8,0.47,216.0,25.82,75.92,1.76,15.71
20.7,67,3.3,194.0,4.0,1386.9,0.39,640.2,25.06,79.12,2.99,35.43
19.9,69,4.3,366.0,3.7,1373.1,0.49,1573.8,25.63,78.83,3.14,87.71
20.6,58,4.2,455.0,5.2,1194.8,0.47,1911.0,25.76,75.0,1.94,80.71
19.5,66,3.8,620.0,4.1,1287.0,0.55,2356.0,25.58,74.25,2.33,169.29
20.3,65,3.6,540.0,4.2,1319.5,0.57,1944.0,25.42,78.0,3.34,164.86
18.5,75,4.8,690.0,2.8,1387.5,0.45,3312.0,25.09,77.75,3.81,263.29
18.9,72,1.3,765.0,3.3,1360.8,0.37,994.5,25.37,73.75,2.37,278.57
18.5,76,3.4,810.0,2.6,1406.0,0.52,2754.0,24.78,77.42,3.81,378.86
20.4,65,0.5,866.0,4.3,1326.0,0.26,433.0,25.17,73.17,2.26,402.29
18.7,76,3.1,819.0,2.7,1421.2,0.57,2538.9,24.48,76.96,3.7,495.29
19.4,66,1.0,914.0,4.0,1280.4,0.34,914.0,24.91,72.67,2.24,532.86
18.7,72,0.6,881.0,3.2,1346.4,0.3,528.6,24.23,76.25,3.3,614.29
20.7,58,1.2,910.0,5.2,1200.6,0.34,1092.0,24.68,71.83,2.0,662.57
19.6,69,0.0,879.0,3.6,1352.4,0.0,0.0,23.95,75.58,2.83,712.14
20.4,58,1.7,868.0,5.1,1183.2,0.38,1475.6,24.43,70.96,1.96,771.14
20.0,58,2.7,769.0,5.2,1160.0,0.4,2076.3,24.19,69.88,1.74,816.0
19.6,72,0.9,809.0,3.2,1411.2,0.27,728.1,23.62,75.46,2.34,775.43
20.7,56,2.4,636.0,5.5,1159.2,0.39,1526.4,24.03,68.5,1.54,818.29
19.2,73,0.6,682.0,3.2,1401.6,0.29,409.2,23.27,75.29,1.91,795.71
20.6,57,2.0,99.0,5.3,1174.2,0.43,198.0,23.72,67.88,1.64,723.14
19.2,75,0.5,523.0,2.9,1440.0,0.26,261.5,22.88,75.25,1.3,771.86
19.2,75,0.0,253.0,2.9,1440.0,0.0,0.0,22.48,75.17,0.81,692.29
18.8,67,1.2,26.0,3.8,1259.6,0.33,31.2,23.33,67.67,1.74,603.14
18.6,77,2.1,154.0,2.6,1432.2,0.48,323.4,22.03,75.17,0.67,597.29
18.0,76,0.7,33.0,2.7,1368.0,0.28,23.1,21.57,75.17,0.69,476.14
18.6,66,1.4,27.0,3.9,1227.6,0.34,37.8,22.9,67.42,1.8,476.43
17.7,78,0.0,2.0,2.4,1380.6,0.0,0.0,21.11,75.21,0.69,350.86
19.5,59,1.5,1.0,4.9,1150.5,0.39,1.5,22.5,66.88,1.84,346.57
18.2,77,0.9,2.0,2.6,1401.4,0.39,1.8,20.66,75.21,0.69,235.57
19.9,57,1.0,1.0,5.2,1134.3,0.31,1.0,22.13,66.25,1.74,222.71
18.3,75,0.5,2.0,2.9,1372.5,0.28,1.0,20.33,75.46,0.67,138.43
20.1,57,0.7,1.0,5.3,1145.7,0.29,0.7,21.77,65.58,1.46,113.0
17.8,82,0.6,2.0,1.9,1459.6,0.32,1.2,20.05,75.54,0.69,64.0
19.7,59,0.8,0.0,4.9,1162.3,0.26,0.0,21.38,65.0,1.23,22.14
17.5,81,0.8,2.0,2.0,1417.5,0.3,1.6,19.75,75.42,0.8,28.14
17.7,82,0.0,2.0,2.0,1451.4,0.0,0.0,19.45,75.29,0.5,6.43
20.1,55,0.6,1.0,5.5,1105.5,0.22,0.6,21.09,64.54,1.03,8.14
20.9,50,0.4,0.0,6.3,1045.0,0.21,0.0,20.88,63.67,0.91,4.43
18.0,83,0.3,2.0,1.9,1494.0,0.18,0.6,19.17,75.12,0.44,2.0
